smile,value_min,value_max,value_mean,labled,Temperature,Frequency,ATSC1d,AATSC8i,MATS3dv,MATS5d,MATS7d,MATS1s,MATS3s,MATS1v,MATS7are,MATS1i,GATS8d,GATS8m,GATS2v,GATS6v,GATS8v,GATS7p,GATS7i,AXp-2d,SdssC,SaaaC,MINdO,IC1,CIC5,PEOE_VSA8,SMR_VSA6,SlogP_VSA3,EState_VSA3,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,n6HRing,naRing,JGI8,JGI10
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0034,0.0034,0.0034,0,0.388888889,0.310250922,0.199996964,0.5729688,0.388507591,0.359722727,0.725542883,0.112555472,0.456227928,0.604011688,0.617285851,0.653674216,0.382435989,0.598520329,0.628660886,0.710437416,0.315365168,0.316135391,0.68437082,0.509049138,0.819688202,0.297804484,0.388483698,0.330877519,0.019618321,0.249602822,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.210641299,0.419465074
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.0127,0.0134,0.01305,0,0.388888889,0.077562731,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.011,0.0117,0.01135,0,0.388888889,0.155125461,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.009,0.00938,0.00919,0,0.388888889,0.232688192,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.00696,0.0073,0.00713,0,0.388888889,0.310250922,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.0057,0.00577,0.005735,0,0.388888889,0.387813653,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.0041,0.00422,0.00416,0,0.388888889,0.465376384,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.0009,0.00296,0.00193,0,0.388888889,0.542939114,0.279876675,0.903468601,0.570578657,0.777749203,0.416119048,0.478226051,0.080992001,0.522943786,0.803743224,0.821677772,0.052454605,0.551081315,0.538686675,0.716691642,0.281273173,0.587192551,0.644969722,0.558693779,0.696091561,0.297804484,0.448226835,0.72793028,0.153150339,0,0.185409311,0.18935143,0.827213709,0.498468408,0.085907559,0,0.599874604,0,0.333333333,0.25044513,0.484444433
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.016,0.016,0.016,0,0.388888889,0.542939114,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.007,0.007,0.007,0,0.388888889,0.465376384,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0037,0.0037,0.0037,0,0.388888889,0.077562731,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0033,0.0033,0.0033,0,0.388888889,0.387813653,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0029,0.0029,0.0029,0,0.388888889,0.232688192,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0029,0.0029,0.0029,0,0.388888889,0.155125461,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0024,0.0024,0.0024,0,0.388888889,0.310250922,0.219620208,0.601376158,0.258975884,0.382546793,0.702074008,0.509503592,0.291017464,0.550112528,0.554439442,0.70379577,0.363188961,0.529718295,0.707025343,0.791234954,0.29000354,0.609953227,0.748057479,0.495730142,0.816571124,0.297804484,0.380409327,0.144818307,0.000306536,0.707423188,0.185409311,0,0.504360942,0.427258635,0.320395601,0.11346304,0.091003871,0,0.333333333,0.122855485,0.347175016
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.0059,0.0059,0.0059,0,0.388888889,0.542939114,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.0059,0.0059,0.0059,0,0.388888889,0.465376384,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.0053,0.0053,0.0053,0,0.388888889,0.155125461,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.0046,0.0046,0.0046,0,0.388888889,0.232688192,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.003,0.003,0.003,0,0.388888889,0.387813653,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)cc2)cc1,0.003,0.003,0.003,0,0.388888889,0.310250922,0.199996964,0.581348811,0.34365274,0.378088978,0.810551712,0.112555472,0.486768655,0.604011688,0.730944805,0.653674216,0.448382766,0.590626565,0.628660886,0.831858636,0.207845563,0.359850166,0.716658174,0.501898527,0.820194762,0.297804484,0.385726275,0.330877519,0.117709927,0,0.185409311,0.343989146,0.40436261,0.56967818,0.228854001,0.11346304,0.159776029,0,0.333333333,0.225534598,0.312320809
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0101,0.0101,0.0101,0,0.388888889,0.542939114,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.008,0.008,0.008,0,0.388888889,0.465376384,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0066,0.0066,0.0066,0,0.388888889,0.155125461,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0059,0.0059,0.0059,0,0.388888889,0.232688192,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.387813653,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0038,0.0038,0.0038,0,0.388888889,0.310250922,0.168368034,0.507491379,0.46425796,0.401891511,0.772685623,0.149644019,0.509515283,0.678427288,0.768390637,0.678616252,0.451117949,0.592338682,0.515692196,0.692700661,0.302954548,0.292236617,0.699884446,0.405568316,0.823556134,0.297804484,0.354693666,0.407217614,0.02761097,0,0.185409311,0.343989146,0.302179637,0.427258635,0.1373124,0.11346304,0.159776029,0,0.222222222,0.394814144,0.53113813
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0259,0.0259,0.0259,0,0.388888889,0.542939114,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0123,0.0123,0.0123,0,0.388888889,0.465376384,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0072,0.0072,0.0072,0,0.388888889,0.077562731,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0055,0.0055,0.0055,0,0.388888889,0.155125461,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0051,0.0051,0.0051,0,0.388888889,0.387813653,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.232688192,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0033,0.0033,0.0033,0,0.388888889,0.310250922,0.189519757,0.54326744,0.309736763,0.436558826,0.747470952,0.555511432,0.350184805,0.6193744,0.707704403,0.738816455,0.41955152,0.445967255,0.605156311,0.793020374,0.267292016,0.638339642,0.779229497,0.384879135,0.821253439,0.297804484,0.346619295,0.189199179,0.004441884,0.457820365,0.185409311,0,0.302179637,0.28483909,0.228854001,0.11346304,0.091003871,0,0.222222222,0.293137672,0.442573843
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0739,0.0739,0.0739,0,0.666666667,0.465376384,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.06,0.06,0.06,0,1,0.310250922,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0559,0.0559,0.0559,0,0.888888889,0.387813653,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0422,0.0422,0.0422,0,0.555555556,0.465376384,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0405,0.0405,0.0405,0,0.777777778,0.310250922,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0322,0.0322,0.0322,0,0.888888889,0.465376384,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0246,0.0246,0.0246,0,0.666666667,0.232688192,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0208,0.0208,0.0208,0,0.777777778,0.387813653,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0201,0.0201,0.0201,0,0.444444444,0.465376384,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,0.0191,0.0191,0.0191,0,0.777777778,0.232688192,0.118624338,0.381774263,0.312090591,0.333817819,0.884451615,0.539541692,0.10460184,0.557928236,0.80236965,0.589094771,0.592986865,0.175261163,0.585805376,1,0.321984834,0.484740496,0.566877306,0.348322555,1,0.834526624,0.386049569,0.241486024,0.104790545,0,0,0,0.302179637,0.28483909,0.228854001,0.106360699,0,0,0.333333333,0.243694993,0.454920944
