smiles,p_min,p_max,p_mean,d_min,d_max,d_mean,testTemperature,testFrequency
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.6,3.6,3.6,0.008,0.0091,0.00855,0,10.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.56,3.58,3.57,0.0073,0.0077,0.0075,50,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0.0065,0.007,0.00675,0,100.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0.0065,0.0065,0.0065,25,1000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.49,3.51,3.5,0.0059,0.0067,0.0063,100,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.53,3.53,0.005,0.0052,0.0051,50,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.54,3.54,0.005,0.005,0.005,25,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.55,3.55,3.55,0.0048,0.0051,0.00495,0,1000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0.0048,0.0048,0.0048,-50,1.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.54,3.535,0.0039,0.0041,0.004,0,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.56,3.55,0.0039,0.004,0.00395,-50,10.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.52,3.52,3.52,0.0039,0.0039,0.0039,25,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.55,3.545,0.0037,0.0039,0.0038,-50,100.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.52,3.53,3.525,0.0035,0.0035,0.0035,-100,1.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.53,3.53,0.0032,0.0034,0.0033,-50,1000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.51,3.505,0.003,0.0033,0.00315,0,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.48,3.48,3.48,0.0029,0.0032,0.00305,50,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.51,3.51,3.51,0.0023,0.0027,0.0025,-100,10.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.51,3.505,0.0024,0.0025,0.00245,-50,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.47,3.47,3.47,0.0022,0.0022,0.0022,25,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.48,3.47,0.0018,0.0021,0.00195,0,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.5,3.5,0.0017,0.0018,0.00175,-100,100.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.48,3.48,3.48,0.0017,0.0018,0.00175,-50,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.47,3.48,3.475,0.0011,0.0012,0.00115,-100,1000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.45,3.47,3.46,0.0011,0.0011,0.0011,-100,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.47,3.48,3.475,0.0011,0.0011,0.0011,-100,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.43,3.43,3.43,0.001,0.001,0.001,-150,100000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.45,3.47,3.46,0.001,0.001,0.001,-50,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.45,3.45,3.45,0.0009,0.0009,0.0009,-150,10000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.46,3.46,0.0008,0.0008,0.0008,-150,1000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.39,3.41,3.4,0.0007,0.0008,0.00075,-150,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.49,3.475,0.00075,0.00075,0.00075,-150,10.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.43,3.45,3.44,0.0007,0.0008,0.00075,-100,1000000.0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.48,3.47,0.0007,0.00073,0.000715,-150,100.0
