smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VE1_A,AATS7d,AATS3v,AATS7v,AATS2p,AATS6p,AATS7p,AATS6i,AATS8i,ATSC6d,ATSC6m,ATSC1v,ATSC5v,ATSC3p,AATSC1s,AATSC3s,AATSC3se,MATS3dv,MATS2d,MATS5d,MATS3s,MATS3m,MATS8m,MATS6v,MATS3are,MATS7are,MATS1p,MATS3p,MATS4i,MATS7i,MATS8i,GATS2d,GATS4d,GATS5d,GATS6d,GATS3s,GATS4s,GATS3m,GATS4m,GATS6m,GATS8m,GATS2v,GATS5v,GATS4are,GATS5are,GATS6are,GATS7are,GATS4p,GATS5p,GATS8p,GATS7i,GATS8i,BCUTi-1l,C1SP3,Xc-6dv,AXp-3d,NssCH2,ETA_shape_p,ETA_shape_y,AETA_dBeta,IC1,IC2,CIC5,MIC5,PEOE_VSA7,PEOE_VSA9,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA7,EState_VSA8,EState_VSA10,MDEC-33,AMID_X,n6HRing,JGI3,JGI5,c1ccc(-c2ccccn2)cc1,CC,COc1ccccn1,CN1CCCC1=O,Cc1ccc(P)cc1,Cc1cccc(C)c1N,CNc1ccc(O)cc1,Cc1ccc(N)cc1O,Nc1cccc(O)c1,Cc1cccc(N)c1,Cc1ccccc1,Cc1cccc(-c2ccccc2)n1,NCN,CC1CCc2ccccc21,N#Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)ccn1,Nc1cccc2c1CCC2,Nc1ccc(-c2ccccc2)cc1,NCCN,S,CC(C)=O,COc1ccc(S)cc1,COc1ccc(N)cn1,CC1CCCCC1,c1ccncc1,CN,CC=O,c1ccccc1,COc1ccc(N)cc1,Nc1cccc(P)c1,Cc1cc(C)c2c(c1)CCC2,COc1ccc2ccccc2c1,Nc1ccc(-c2ccccn2)cc1,CS,Cc1ccc(O)c(C)c1,c1ccc2c(c1)Cc1cc3c(cc1O2)CNC3,O=C1CCCN1,Cc1cc2c(cc1N)CCC2,CCC1CCC(N)CC1,Cc1cc(O)ccc1O,CSc1ccccc1,CC(C)C,C1CCC(CC2CCCCC2)CC1,NCc1ccccc1,CC1CCC(N)CC1,Sc1ccccc1,c1ccc(Oc2ccccn2)cc1,Nc1ccc(O)nc1,Cc1ccc2c(c1)CN(C)C2,CCN1Cc2ccccc2C1,O=C1CCCN1c1ccccc1,COc1ccc(O)cc1,CC(C)N,Nc1ccc2c(c1)CCC2,CCc1ccccc1,CSc1ccc(O)cc1,NC1CCCCC1,Cc1ccnc(C)c1,Cc1ccc2c(c1N)CCC2,Cc1cccc(-c2ccccc2)c1,Nc1ccc(N)cc1,Nc1cc(N)c2c(c1)CCC2,CNc1ccc(N)cc1,Cc1ccccc1N,Cc1ccc(-c2ccncc2)cc1,Cc1ccc(N)cc1,C1CCCCC1,Cc1cccc2c1CCC2,O=Cc1ccc2c(c1)CNC2,Oc1ccc(O)cc1,Cc1ccc(O)cc1,CCc1ccc2c(c1)CNC2,Nc1cccnc1,CCNC,COc1cccc(N)c1,Oc1ccccn1,c1ccc2c(c1)Cc1ccccc1-2,Cc1ccnc(-c2ccccc2)c1,CCc1ccc(O)cc1,CNCN,Oc1ccc2ccccc2c1,COc1ccc(C)cc1,Oc1ccccc1-c1ccccc1,Cc1c(N)ccc2c1CCC2,CCC,NC(N)=O,Cc1ccc2c(c1)CCC2,Cc1ccccn1,NCC=O,Nc1ccccc1,Oc1ccc(-c2ccncc2)cc1,C=O,Cc1cc(N)ccc1O,Cc1ccc(N)c2c1CCC2,O=CNc1ccccc1,Oc1ccc(S)cc1,Nc1ccc(O)cc1,Nc1ccc(-c2cnccn2)cc1,c1ccc2c(c1)CCC2,c1ccc2c(c1)Cc1ccccc1O2,CNc1ccc(S)cc1,Cc1cc(C)cc(C)c1
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.45,3.45,3.45,0,0.388888889,0.063792387,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.4,3.4,3.4,0,0.388888889,0.127584775,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.35,3.35,3.35,0,0.388888889,0.191377162,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.3,3.3,3.3,0,0.388888889,0.25516955,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.28,3.28,3.28,0,0.388888889,0.318961937,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.26,3.26,3.26,0,0.388888889,0.382754324,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)c1,3.25,3.25,3.25,0,0.388888889,0.446546712,0.332749759,0.605316085,0.809660586,0.776917686,0.487614543,0.589458663,0.40500494,0.455651019,0.617866999,0.545961286,0.629421554,0.155922387,0.713529834,0.518192922,0.380757288,0.210002076,0.21550721,0.388332452,0.378888884,0.889598297,0.219508581,0.504404938,0.648735942,0.382334778,0.297314631,0.775673773,0.35984558,0.326428688,0.838156451,0.795776981,0.727527376,0.451832676,0.397224157,0.253351859,0.604695877,0.570273632,0.362495571,0.305259686,0.296875319,0.556687453,0.388040179,0.694566022,0.411401528,0.333048557,0.766043538,0.599118593,0.34173268,0.518441685,0.286073736,0.24233305,0.454621363,0.154113405,0.981192961,0.142857143,0.289370407,0.437061411,0,0.423722291,0.162452248,0.613955315,0.744183237,0.636219414,0.121027092,0.647344805,0.305390503,0.283592403,0.191066827,0.410148471,0,0.059998328,0,0.549837282,0.399123112,0.479671803,0,0.602981664,0.396828876,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0
[H]c1cccc(Oc2ccc(-c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n([H])c(=O)c7cc6c5=O)c4)cc3)cc2)c1,3.2,3.2,3.2,0,0.388888889,0.446546712,0.097495875,0.604812994,0.605024325,0.56362275,0.585708922,0.559559782,0.530031825,0.185631588,0.023434808,0.665717777,0.834935842,0.172801617,0.669673985,0.696718155,0.681098103,0.487230945,0.339357349,0.193731809,0.191790324,0.741846091,0.323102036,0.288430497,0.584003903,0.40064111,0.175461788,0.428779294,0.344217529,0.513260578,0.651018542,0.821753093,0.596061279,0.48762197,0.319377455,0.267516505,0.36370667,0.816978985,0.548257891,0.586827977,0.637346753,0.332326189,0.313624569,0.784328028,0.464306503,0.578123412,0.353057106,0.099654944,0.466533188,0.34366193,0.37631491,0.408518367,0.341106322,0.290248821,0.94726681,0,0,0.758589685,0,0.049369925,0.315516359,0.913797705,0.183643875,0.321510455,0.195792723,0.385804621,0.257582724,0.274558387,0.132818077,0.149826477,0.280161771,0.415565638,0.046031821,0,0.375692563,0,0,0.158599574,0.224719579,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(NC(=O)c2cccc(C(=O)Nc3cccc(-n4c(=O)c5cc6c(=O)n([H])c(=O)c6cc5c4=O)c3)c2)c1,4.66,4.66,4.66,0,0.388888889,0.25516955,0.098321378,0.606330516,0.595741384,0.689079205,0.562984511,0.702519688,0.657251039,0.226935049,0.114836775,0.607808593,0.714433721,0.294258373,0.816168936,0.541777969,0.619386585,0.423462228,0.378173692,0.298669875,0.175264142,0.661373509,0.312558519,0.31381635,0.642477121,0.289235558,0.279481332,0.355303082,0.680968028,0.224412344,0.621554115,0.67099127,0.219262464,0.517918802,0.266550095,0.443084187,0.466429935,0.763439139,0.667566999,0.519338719,0.565287497,0.431815286,0.271163435,0.823124292,0.173844843,0.610795634,0.637541961,0.247869922,0.460164979,0.342824155,0.209181535,0.69788874,0.391240638,0.599207731,0.94726681,0,0,0.765023408,0,0.245190437,0.398056049,0.852441954,0.275182398,0.345796706,0.053994541,0.46663932,0.213738317,0.274558387,0.323126751,0.099162193,0.047053488,0.031966588,0.144243103,0.166825936,0.420951665,0,0,0.258513737,0.341880435,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.28,3.28,3.28,0,0.666666667,0.191377162,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.28,3.28,3.28,0,0.777777778,0.191377162,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.27,3.27,3.27,0,0.444444444,0.191377162,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.27,3.27,3.27,0,0.555555556,0.191377162,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.27,3.27,3.27,0,0.666666667,0.25516955,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
[H]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5)cc4)cc3C2=O)c1,3.27,3.27,3.27,0,0.777777778,0.25516955,0.06200328,0.560242794,0.553663071,0.52736606,0.466595623,0.379212723,0.512656608,0.264630409,0.117171828,0.761225504,0.877980983,0.208595318,0.691306452,0.570569839,0.699507003,0.534055425,0.396168122,0.182076703,0.140082358,0.867069338,0.413789382,0.208278401,0.468257168,0.661564008,0.234651996,0.244470675,0.361288806,0.379801861,0.453927194,0.689425713,0.536632031,0.763118288,0.282818647,0.069966337,0.223363357,0.724776476,0.397377798,0.602089532,0.640638196,0.346042444,0.444490848,0.595167184,0.550874527,0.445999719,0.145178816,0.170017797,0.621423968,0.594830008,0.375233569,0.46534649,0.406954859,0.379689553,0.991849041,0.142857143,0.355314796,0.762188943,0,0.255029914,0.225420217,0.749506272,0.558182766,0.487866192,0.279075673,0.33801733,0.305390503,0.283592403,0.096672262,0.444074525,0.114637217,0.287699288,0.177000346,0,0.306365705,0,0,0.325262488,0.29472319,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
