smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,AATS6p,MATS8m,MATS8i,GATS4s,GATS8m,GATS5are,GATS7are,ETA_shape_y,IC2,EState_VSA3,EState_VSA8,c1ccc(-c2ccccn2)cc1,COc1ccccn1,C,CN1CCCC1=O,CNc1ccc(O)cc1,Nc1cccc(O)c1,Cc1cccc(N)c1,Cc1ccccc1,Cc1cccc(-c2ccccc2)n1,CC1CCc2ccccc21,Cc1cc(-c2ccccc2)ccn1,CPc1ccccc1,CNC,Nc1cccc2c1CCC2,CCC1CCCCC1,NCCN,S,FCF,CC(C)=O,CN1CC=CC1=O,COc1ccc(N)cn1,Cc1cc(N)ccc1N,O=C1NCc2ccccc21,O=[SH]c1ccccc1,CN,CNc1ccccc1,c1ccccc1,NC=O,CNC=O,COc1ccc(N)cc1,c1ccc(Oc2ccccc2)cc1,Cc1ccc(N)c(C)c1,COc1ccccc1C,CS,Cc1ccc(O)c(C)c1,c1ccc2c(c1)Cc1cc3c(cc1O2)CNC3,O=C1CCCN1,Fc1ccccc1,c1ccc(N2Cc3ccccc3C2)cc1,CSc1ccccc1,COc1ccc2c(c1)CNC2,CC(C)C,N,NCc1ccccc1,Sc1ccccc1,c1ccc(Oc2ccccn2)cc1,c1ccc2c(c1)CNC2,Cc1ccc2c(c1)CN(C)C2,CCCC,CCCN,COc1ccc(O)cc1,O=C1NC(=O)c2ccccc21,c1ccc(Cc2ccccc2)cc1,Cc1ccccc1O,CSc1ccc(O)cc1,CC1CCCC(C)C1,Cc1ccnc(C)c1,CNc1ccc(N)cc1,Oc1ccccc1,Cc1ccc(N)cc1,CN1Cc2ccc(O)cc2C1,O=Cc1ccc2c(c1)CNC2,O=C1NCc2cc(O)ccc21,Cc1ccc(O)cc1,CCc1ccc2c(c1)CNC2,CNc1ccc(C)cc1,CCc1cccc(C)c1,Nc1cccnc1,CCNC,COc1cccc(N)c1,Oc1ccccn1,O=C1NCc2ccc(O)cc21,CCc1ccc(O)cc1,CNCN,COc1ccc(C)cc1,Oc1ccccc1-c1ccccc1,CCC,Cc1ccccn1,NCC=O,C=O,Cc1cc(N)ccc1O,O=CNc1ccccc1,Oc1ccc(S)cc1,Nc1ccc(O)cc1,O=C1C=CCN1c1ccccc1,CNc1ccc(S)cc1,Cc1cnc2ccccc2n1,CC(F)F
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.73,3.73,3.73,0,0.444444444,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.43,3.43,3.43,0,0.388888889,0.063792387,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.39,3.39,3.39,0,0.388888889,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.34,3.34,3.34,0,0.388888889,0.191377162,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.32,3.32,3.32,0,0.388888889,0.25516955,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.3,3.3,3.3,0,0.388888889,0.318961937,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.28,3.28,3.28,0,0.388888889,0.382754324,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,3.27,3.27,3.27,0,0.388888889,0.446546712,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.69,3.69,3.69,0,0.388888889,0.063792387,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.64,3.64,3.64,0,0.388888889,0.127584775,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.61,3.61,3.61,0,0.388888889,0.191377162,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.58,3.58,3.58,0,0.388888889,0.25516955,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.57,3.57,3.57,0,0.388888889,0.318961937,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.55,3.55,3.55,0,0.388888889,0.446546712,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,3.55,3.55,3.55,0,0.388888889,0.382754324,0.831452201,0.532262551,0.659238363,0.681076618,0.439554556,0.542577888,0.44912114,0.361442546,0.514433662,0.100245381,0.10516072,0,0,36,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,2,0,0,2,0,2,0,6,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,5.91,5.91,5.91,0,0.777777778,0.127584775,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,4.16,4.16,4.16,0,0.666666667,0.127584775,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.77,3.77,3.77,0,0.555555556,0.127584775,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.63,3.63,3.63,0,0.444444444,0.127584775,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.28,3.28,3.28,0,0.388888889,0.063792387,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.22,3.22,3.22,0,0.388888889,0.127584775,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.2,3.2,3.2,0,0.388888889,0.191377162,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.14,3.14,3.14,0,0.388888889,0.25516955,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.11,3.11,3.11,0,0.388888889,0.318961937,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.09,3.09,3.09,0,0.388888889,0.382754324,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,3.07,3.07,3.07,0,0.388888889,0.446546712,0.589458663,0.648735942,0.727527376,0.362495571,0.388040179,0.766043538,0.34173268,0.162452248,0.636219414,0.410148471,0,0,0,38,0,2,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,1,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,2,0,1,0,0,0,6
[H]c1ccc(Oc2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)cc1,3.51,3.51,3.51,0,0.388888889,0.25516955,0.750870802,0.523348348,0.570639314,0.577752369,0.44324153,0.436037682,0.318825991,0.353110725,0.205630471,0.250071858,0.049105641,0,0,28,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,2,4,4,6,0,2,0,0,0,0,0,0,0,1,0,2,0,2,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,2,2,0,0,0,0,6,1,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0
[H]c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([H])c(=O)c7cc6c5=O)cc4)cc3c2)cc1,3.16,3.16,3.16,0,0.388888889,0.25516955,0.645055709,0.67932928,0.323884162,0.546169226,0.248864321,0.399299302,0.246529407,0.383567699,0.415388939,0.199949168,0.046031821,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3C)cc2)c(C)c1,3.23,3.23,3.23,0,0.388888889,0.318961937,0.699607143,0.781165634,0.576058367,0.62708361,0.205365143,0.234100687,0.341657051,0.333608303,0.454658619,0.400439929,0.049105641,0,0,42,0,2,0,1,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,2,6,4,6,1,4,0,2,0,0,0,0,0,1,0,2,0,2,4,0,0,2,0,0,0,2,2,0,2,0,0,0,0,8,0,1,0,2,2,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,4,1,2,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3C)cc2)cc1,2.53,2.53,2.53,0,0.388888889,0.510339099,0.679773921,0.652902531,0.587019917,0.59731842,0.352492319,0.224573159,0.336489414,0.3415479,0.376861147,0.300194549,0.049105641,0,0,35,0,2,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,2,5,4,6,1,3,0,1,0,0,0,0,0,1,0,2,0,2,4,0,0,2,0,0,0,2,2,0,1,0,0,0,0,6,0,1,0,2,2,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,4,1,2,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([H])c(=O)c6cc5c4=O)cc3)cc2)c(C)c1,2.05,2.05,2.05,0,0.388888889,0.510339099,0.573871439,0.913046456,0.564478912,0.602337234,0.132938455,0.235227899,0.210306661,0.407722017,0.496877907,0.199949168,0.046031821,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(C)(C)c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc([H])o8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,3.62,3.62,3.62,0,0.388888889,0.318961937,0.415762965,0.292531526,0.566791694,0.710511741,0.641026027,0.126109521,0.642236317,0.194355528,0.869389256,0.448008027,0.192393713,0,0,49,0,2,0,0,7,0,0,0,0,8,0,0,2,0,0,0,0,0,0,4,0,10,2,6,6,10,2,2,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,2,2,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,1,6,0,6,0,14,0,0,0,0,0,1,0,6,0,2,6,0,2,0,2,0,0,0,0
[H]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,3.58,3.58,3.58,0,0.388888889,0.25516955,0.697835678,0.638142624,0.599742138,0.594108581,0.361667069,0.331296499,0.198195549,0.353110725,0.223263737,0.250071858,0.049105641,0,0,28,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,2,4,4,6,1,2,0,0,0,0,0,0,0,1,0,2,0,2,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,2,2,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,4,0,2,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,3.2,3.2,3.2,0,0.388888889,0.191377162,0.59337341,0.880392469,0.394495357,0.604053034,0.123536168,0.442274861,0.206926487,0.44098362,0.291173035,0.149826477,0.046031821,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
[H]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([H])c(=O)c5cc4c3=O)cc2)cc1,3.18,3.18,3.18,0,0.388888889,0.318961937,0.59337341,0.880392469,0.394495357,0.604053034,0.123536168,0.442274861,0.206926487,0.44098362,0.291173035,0.149826477,0.046031821,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
