smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,MATS3dv,MATS4d,MATS1s,MATS3m,MATS8m,MATS1v,MATS6v,MATS7are,MATS1i,MATS4i,GATS8d,GATS8m,GATS8v,GATS8p,GATS1i,GATS6i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,CIC5,MIC5,PEOE_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,JGI4,JGI8,JGI10,PetitjeanIndex,C1=CC=CC=C1,CC1=CC=C2CNCC2=C1,O=[SH]C1=CC=CC=C1,CCO,CN,COC,CC1=CC=C(O)C=N1,CSC1=CC=CC=C1,CC1=CC=C(C)C=C1,O=C1NCC2=CC=CC=C12,COC1=CC=C2CNCC2=C1,C=O,CC=O,CS(C)=O,N#CC1=CC=CC=C1,C1=CC=NC=C1,CC#N,O=S,O=CC1=CC=CC=C1,CC,COC1=CC=C(C)C=C1,CC(C)=O,CC1=CC=CC=N1,C#N,COC1=CC=C(C)N=C1,CNC,OC1=CC=C2CNCC2=C1,COC1=CC=CC=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,O=C1NCC2=CC=C(S)C=C12,C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,OC1=CC=C(C2=CC=CC=N2)N=C1,C1=CC=C(OC2=CC=CN=C2)C=C1,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,OC1=CC=CN=C1,CS,FCF,OC1=CC=C(C2=CC=CC=C2)C=C1,CF,CNC1=CC=C(O)C=C1,CC1=CC=C2C(=O)NCC2=C1,CC1=CC=CC=C1,CC1=CC=CC(N)=C1,OC1=CC=CC=C1,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,CNC1=CC=CC=C1,COC1=CC=C(N)C=C1,CC1=CC=C2CNC(=O)C2=C1,CCC1=CC=C(N)C=C1,C[SH]=O,FC1=CC=C(F)C(F)=C1,COC1=CC=CN=C1,CCC,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,CC1=CC=CC=C1O,C1=CC=C(CC2=CC=CC=C2)C=C1,O=C1NCC2=CC(S)=CC=C12,CC1=CC=C(O)C=C1,CCC1=CC=CC(C)=C1,CCN,C,CO,O=CC1=CC=C2CNCC2=C1,CC(F)F,CCF,CCC1=CC=CC=C1
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.232688192,0.334844629,0.328557437,0.344091252,0.597455065,0.446251042,0.409416746,0.41518122,0.376395925,0.203582221,0.587887985,0.57542182,0.272479301,0.667686397,0.355485143,0.328548083,0.324498115,0.515551489,0.855722846,0.297804484,0.366666667,0.387489181,0.000306536,0.573652362,0.249602822,0.303271958,0.074604306,0.428571429,0.640887953,0.1373124,0.242983385,0.099874604,0.348959442,0.112684113,0.390108868,0.782608696,5,0,0,0,5,3,0,0,0,4,2,4,4,0,1,0,1,0,4,5,2,0,0,1,0,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,35,6,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0031,0.0031,0.0031,0,0.388888889,0.310250922,0.334844629,0.328557437,0.344091252,0.597455065,0.446251042,0.409416746,0.41518122,0.376395925,0.203582221,0.587887985,0.57542182,0.272479301,0.667686397,0.355485143,0.328548083,0.324498115,0.515551489,0.855722846,0.297804484,0.366666667,0.387489181,0.000306536,0.573652362,0.249602822,0.303271958,0.074604306,0.428571429,0.640887953,0.1373124,0.242983385,0.099874604,0.348959442,0.112684113,0.390108868,0.782608696,5,0,0,0,5,3,0,0,0,4,2,4,4,0,1,0,1,0,4,5,2,0,0,1,0,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,35,6,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0022,0.0022,0.0022,0,0.388888889,0.387813653,0.334844629,0.328557437,0.344091252,0.597455065,0.446251042,0.409416746,0.41518122,0.376395925,0.203582221,0.587887985,0.57542182,0.272479301,0.667686397,0.355485143,0.328548083,0.324498115,0.515551489,0.855722846,0.297804484,0.366666667,0.387489181,0.000306536,0.573652362,0.249602822,0.303271958,0.074604306,0.428571429,0.640887953,0.1373124,0.242983385,0.099874604,0.348959442,0.112684113,0.390108868,0.782608696,5,0,0,0,5,3,0,0,0,4,2,4,4,0,1,0,1,0,4,5,2,0,0,1,0,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,35,6,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0014,0.0014,0.0014,0,0.388888889,0.465376384,0.334844629,0.328557437,0.344091252,0.597455065,0.446251042,0.409416746,0.41518122,0.376395925,0.203582221,0.587887985,0.57542182,0.272479301,0.667686397,0.355485143,0.328548083,0.324498115,0.515551489,0.855722846,0.297804484,0.366666667,0.387489181,0.000306536,0.573652362,0.249602822,0.303271958,0.074604306,0.428571429,0.640887953,0.1373124,0.242983385,0.099874604,0.348959442,0.112684113,0.390108868,0.782608696,5,0,0,0,5,3,0,0,0,4,2,4,4,0,1,0,1,0,4,5,2,0,0,1,0,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,35,6,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0007,0.0007,0.0007,0,0.388888889,0.542939114,0.334844629,0.328557437,0.344091252,0.597455065,0.446251042,0.409416746,0.41518122,0.376395925,0.203582221,0.587887985,0.57542182,0.272479301,0.667686397,0.355485143,0.328548083,0.324498115,0.515551489,0.855722846,0.297804484,0.366666667,0.387489181,0.000306536,0.573652362,0.249602822,0.303271958,0.074604306,0.428571429,0.640887953,0.1373124,0.242983385,0.099874604,0.348959442,0.112684113,0.390108868,0.782608696,5,0,0,0,5,3,0,0,0,4,2,4,4,0,1,0,1,0,4,5,2,0,0,1,0,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,35,6,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0108,0.0108,0.0108,0,0.388888889,0.077562731,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0088,0.0088,0.0088,0,0.388888889,0.155125461,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0068,0.0068,0.0068,0,0.388888889,0.232688192,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0052,0.0052,0.0052,0,0.388888889,0.310250922,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0039,0.0039,0.0039,0,0.388888889,0.387813653,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0027,0.0027,0.0027,0,0.388888889,0.465376384,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)cc1,0.0019,0.0019,0.0019,0,0.388888889,0.542939114,0.556813536,0.601594171,0.648400788,0.478226051,0.722257585,0.554037784,0.522943786,0.437827385,0.723652763,0.821677772,0.902598071,0.036663146,0.535442938,0.304561727,0.124724877,0.014340388,0.934929679,0.618962741,0.297804484,0.20754717,0.627476914,0.153150339,0.647344805,0.249602822,0.827213709,0,0.428571429,0.427258635,0.085907559,0,0.599874604,0.221044898,0.218782268,0.61501032,0.782608696,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,6,0,6,0,2,7,0,4,0,2,2,0,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0093,0.0093,0.0093,0,0.388888889,0.077562731,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.007,0.007,0.007,0,0.388888889,0.155125461,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0054,0.0054,0.0054,0,0.388888889,0.232688192,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0041,0.0041,0.0041,0,0.388888889,0.310250922,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0029,0.0029,0.0029,0,0.388888889,0.387813653,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.0028,0.0028,0.0028,0,0.388888889,0.542939114,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,0.002,0.002,0.002,0,0.388888889,0.465376384,0.347483476,0.409578179,0.543066355,0.643385355,0.56900929,0.44254197,0.526862782,0.367359383,0.293196709,0.713951876,0.669010039,0.268809017,0.624275445,0.38379528,0.368304788,0.268773264,0.543331579,0.799615601,0.297804484,0.239130435,0.514433662,0,0.58856693,0.707423188,0.202181305,0.074604306,0.5,0.56967818,0.1373124,0.242983385,0.190878475,0.272496943,0.125297181,0.386478636,0.782608696,5,2,0,0,5,2,0,0,2,4,0,5,6,0,1,0,1,0,6,7,0,1,0,1,0,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,2,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2,4,36,4,2,0,0,2
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0086,0.0086,0.0086,0,0.388888889,0.465376384,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0081,0.0081,0.0081,0,0.388888889,0.542939114,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0063,0.0063,0.0063,0,0.388888889,0.155125461,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0053,0.0053,0.0053,0,0.388888889,0.232688192,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.004,0.004,0.004,0,0.388888889,0.387813653,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)cc3)c2)cc1,0.0034,0.0034,0.0034,0,0.388888889,0.310250922,0.433507573,0.388507591,0.627288159,0.112555472,0.167931325,0.487973765,0.604011688,0.426550344,0.617285851,0.653674216,0.658295618,0.382435989,0.598520329,0.315365168,0.381353535,0.353638421,0.466767846,0.68437082,0.297804484,0.244444444,0.414764783,0.019618321,0.605729762,0.249602822,0.40436261,0.259333057,0.285714286,0.56967818,0.228854001,0.11346304,0.159776029,0.361081546,0.210641299,0.419465074,1,5,0,4,0,5,2,0,2,0,4,0,4,4,2,0,0,0,2,4,4,0,0,0,0,0,4,0,4,0,0,2,1,0,0,0,1,0,2,0,0,0,2,0,4,0,4,0,2,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,4,34,4,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.0127,0.0134,0.01305,0,0.388888889,0.077562731,0.584787495,0.570578657,0.581731021,0.478226051,0.722257585,0.619128686,0.522943786,0.405732905,0.803743224,0.821677772,0.902479441,0.052454605,0.551081315,0.281273173,0.105663518,0.014340388,0.953680168,0.644969722,0.297804484,0.20754717,0.636219414,0.153150339,0.647344805,0,0.827213709,0,0.357142857,0.498468408,0.085907559,0,0.599874604,0.392343812,0.25044513,0.484444433,1,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,1,0,0,6,0,6,2,2,7,0,4,0,2,2,1,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
[H]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2C#N)cc1,0.011,0.0117,0.01135,0,0.388888889,0.155125461,0.584787495,0.570578657,0.581731021,0.478226051,0.722257585,0.619128686,0.522943786,0.405732905,0.803743224,0.821677772,0.902479441,0.052454605,0.551081315,0.281273173,0.105663518,0.014340388,0.953680168,0.644969722,0.297804484,0.20754717,0.636219414,0.153150339,0.647344805,0,0.827213709,0,0.357142857,0.498468408,0.085907559,0,0.599874604,0.392343812,0.25044513,0.484444433,1,5,2,0,0,5,2,0,0,2,4,0,4,4,0,1,0,1,0,4,9,0,0,0,1,0,4,0,4,0,2,0,1,0,0,1,1,0,0,6,0,6,2,2,7,0,4,0,2,2,1,2,0,0,0,0,6,0,0,2,1,0,0,6,4,38,4,0,6,6,6
