smile,tg_min,tg_max,tg_mean,VR3_A,AATS3v,AATS3are,AATS6are,AATS3i,ATSC7d,ATSC7v,ATSC3i,MATS1dv,MATS2d,MATS3d,MATS4d,MATS8d,MATS3s,MATS4are,MATS5p,MATS6p,MATS7p,GATS5d,GATS2s,GATS4m,GATS5v,GATS1are,GATS7are,GATS3p,GATS5i,BCUTd-1l,BCUTs-1l,BCUTi-1h,NssCH2,SdO,ETA_shape_y,AETA_beta_ns_d,ETA_dAlpha_B,CIC5,PEOE_VSA1,PEOE_VSA8,SMR_VSA3,SlogP_VSA2,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,MID_N,n6ARing,RotRatio,JGI3,JGI4,JGI6,JGI7,c1cc(Cl)ccc1Cl,C1CC(=O)NC1=O,c1cc(C)cc2ccccc12,c1cccc(P(=O)(c2ccccc2)c2ccccc2)c1,N1C(=O)CC(C2C=C(C)C3C(=O)NC(=O)C3C2)C1=O,C1CCCCC1,OC=O,N1C(=O)N(C=O)C(=O)C1,CCCCCCC,N1C(=O)C2ON(C)CC2C1=O,c1ccccc1C,c1cccc(S(=O)(=O)O[Na])c1,C(C)(C)CCCCCCCCC(C)C,C(F)(F)F,N1C(=O)c2cc(Cl)c(C=O)cc2C1=O,N1C(=O)CCC1=O,CCCCCCCCCCCCCC,c1ccc2c(c1)Sc1ccccc1S2,C1CC(C)CC(C)(C)C1,c1ccc2c(c1)Cc1ccccc1-2,c1ccc([Si](C)(C)c2ccc3c(c2)C(=O)NC3=O)cc1,c1cc2c(cc1C)-c1cc(C)ccc1S2(=O)=O,c1ccccn1,n1c(=O)c2cc3c(=O)n(C)c(=O)c3cc2c1=O,c1ccc(C2(c3ccccc3)NC(=O)c3ccccc32)cc1,N1C(=O)NC(C)(C)C1=O,CC(C)CCCC,C1CC(C)(C)CC(C)(C)C1,N,c1cc2ccccc2c2c1C(=O)NC2=O,c1nc2ccccc2o1,N1C(=O)c2cccc3cccc(c23)C1=O,CCC[Si](C)(C)O[Si](C)(C)CCC,N1C(=O)C2C3C=CC(O3)C2C1=O,N1C(=O)c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,N1C(=O)C2CCC(C3CCC4C(=O)NC(=O)C4C3)CC2C1=O,CCCCCCCCC,CCCCC,c1cccc(P(=O)(c2ccccc2)c2cc(C)cc(C)c2)c1,C1OCCO1,CCCCCCCCCCC,c1c(C)cc(C)cc1C,c1ccc2c(c1)-c1ccccc1C2,C=O,CCC,CCCCCCCCCCCC,N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,C(=O)CCCCCCCCCC,c1nnco1,CCCC,c1cc2ccccc2o1,c1ccc(O)cc1,c1cnc(C#N)c(C#N)n1,C(C#N)S(C)(=O)=O,c1ccc2[nH]cnc2c1,c1ccc2c3c(cccc13)C(=O)N(C)C2=O,c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccccc21,c1ncncn1,C(C)(C)CCCCC(C)C,CC#C,N1C(=O)c2cc3c(cc2C1=O)C(C)(C)c1cc2c(cc1O3)C(=O)NC2=O,CCCCCCCCCC,c1cnc2cc(S(=O)(=O)c3ccc4nccnc4c3)ccc2n1,N1C(=O)C2OC3C(=O)NC(=O)C3C2C1=O,c1ccc2c(C)cc(=O)oc2c1,C(=O)CCCCC,c1ccc(C)cc1C,C1CCCCCCCCCCC1,C,c1c(C)cccc1C,c1ccc2c(c1)C(=O)N(N1C(=O)c3ccccc3C1=O)C2=O,CCCCCCCC,c1nc2ccccc2[nH]1,CCCC#N,c1ccc(C)c(C)c1,c1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1,c1cccc(P(=O)(c2ccc(C)cc2)c2ccccc2)c1,c1ccc2c(c1)C(=O)N(C)C2=O,c1sccc1,c1cnc2ccccc2n1,c1ccc(N=Nc2ccc(N)cc2)cc1,O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,N1C(=O)N(C=O)C(=O)C1(C)C,c1ccc2ocnc2c1,C(=O)C1=C(C)NC(=S)N(C=O)C1,O[Si](C)(C)C,CCCCCC,c1cccc2c1C(=O)NC2=O,N1C(=O)NC(=O)C1=O,c1ccc2ncoc2c1,CC#N,CC(C)CCC,c1c(C)c(C)cc(C)c1C,c1nc2ccccc2oc1=O,CO,C1CC2CCC1C2,C12CC3CC(CC(C3)C1)C2,c1nc2cc(C)ccc2[nH]1,n1ncc2ccccc2c1=O,CC(C)CCCCCCCCCCCC,N1C(=O)c2ccc(P(=O)(c3ccccc3)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,c1cccc(O)c1,c1cc(C)cc(C)c1,c1cccc(C)c1,c1ccc(N=Nc2ccc(C)cc2)cc1,c1ccc(N=Nc2ccc(C#N)cc2)cc1,c1cccc(S(=O)(=O)c2ccccc2)c1,c1c[nH]cn1,c1ccc(C2NC(=O)c3ccccc32)cc1,C(=O)CC,CC(C)(C)C,CC,N1C(=O)c2ccc(C#Cc3ccccc3)cc2C1=O,c1ccc(N=Nc2ccccc2)cc1,ON1C(=O)c2ccccc2C1=O,n1c(=O)c2cc3c(=O)[nH]c(=O)c3cc2c1=O,c1cc2c(cc1)C(=O)NC2=O
O=C1N(C2=CC(C3=O)=C(C(N3C(C=C4)=CC=C4OC(C=C5)=CC=C5C(C6=C(C=CC=C6)C7=O)=NN7C8=CC=C(C=C8)N)=O)C=C2)N=C(C9=CC=C(OC%10=CC=C(C(N%11C%12=CC=C(OC%13=CC=C(C(C%14=C%15C=CC=C%14)=NN(C%16=CC=C(N)C=C%16)C%15=O)C=C%13)C=C%12)=O)C(C%11=O)=C%10)C=C9)C%17=C1C=CC=C%17,307.0,307.0,307.0,0.3347597017209756,0.665963899973791,0.5118658206715092,0.3471142577562141,0.3487594751376939,0.595307419614461,0.3997686350255897,0.3687189475933977,0.5247251168955933,0.3884597389707919,0.4422897800256541,0.4121362003379298,0.7001251506088338,0.5106854018856838,0.1490625477136206,0.8735231895563486,0.2720901950151164,0.4404748872390978,0.4717277657293627,0.6426334286758886,0.4685798994774919,0.2544807288697726,0.2530470416294856,0.1625871159442091,0.3280842135336571,0.1166825033003886,0.9987034875175808,0.960113949674838,0.0537570392021988,0.0,0.3646587169646201,0.6161670549555339,0.486274509803922,0.3834719577780011,0.3278010628517719,0.4937299389270665,0.5161099611321399,0.837071127298623,0.4490948503838591,0.1140130128985212,0.1935596888573612,0.9166666666666669,0.2000000000000001,0.9649877567704852,0.0,0.174408806306066,0.178707026479387,0.5501711619572497,0.2920264825452225,0.2678426609399404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(C(=O)Oc4ccc5ccc(OC(=O)c6ccccc6)cc5c4)cc3)C2=O)C(=O)N1,160.0,160.0,160.0,0.2032446542592994,0.4435360718002442,0.46610927759076,0.422178375439965,0.4630764165677306,0.4410549695286784,0.5033671024332348,0.6167299375960615,0.5369334844164617,0.2979082141093436,0.3522530809383387,0.538784430247391,0.6046398533755672,0.1973571929665566,0.3144031939573002,0.7881529100523337,0.5683763659535614,0.5315221479730007,0.2893993087639267,0.5192759539221825,0.2906278838244396,0.3073406497997906,0.2355754295385084,0.23280745652137,0.6203520216070136,0.2137389905212888,0.99860299029344,0.3039369720907127,0.0007991555078064,0.1764705882352941,0.2322055171783783,0.3592726494565758,0.2530612244897959,0.3093210026770501,0.1345155159957582,0.2732383358174856,0.2841436103098566,0.1516806288954234,0.6316230182821947,0.0560409364275785,0.2868727131632723,0.2777777777777778,0.02,0.0160139543735576,0.0,0.461401300608349,0.2803351436686376,0.4077877863678275,0.2368822095910552,0.313887209807813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(C(=O)Oc4ccc(OC(=O)c5ccccc5)cc4)cc3)C2=O)C(=O)N1,150.0,182.0,166.0,0.2057908078367146,0.4016613667798413,0.4998877074979924,0.412414829979971,0.5299248341031015,0.4631322751734054,0.4744569935145457,0.6063485528967238,0.5406883611160458,0.2924050641766657,0.3429334789376084,0.4972454332927146,0.6748725414030526,0.1911042801408015,0.2481049169451285,0.7906620479732188,0.5326503940311379,0.4775263660549063,0.3250706851250233,0.5380039911438916,0.3068935659340321,0.3259164389746993,0.2487858079777716,0.128388039544194,0.6497374541467055,0.2040022821397521,0.9986030148497528,0.3039369720907517,0.0007981803488057,0.1764705882352941,0.2278953830004506,0.3085928007526995,0.2755555555555555,0.3368162029150116,0.2183573787054435,0.2732383358174856,0.2841436103098566,0.1516806288954234,0.6316230182821947,0.0266956984215169,0.4325352302084302,0.1388888888888889,0.0,0.0160101399001137,0.0,0.5191430883240647,0.3078372104539251,0.4133019549113467,0.1875244266139711,0.2981880549223069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1CC(Nc2ccc(Cc3ccc(NC4CC(=O)N(c5ccc(Cc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,211.0,267.0,248.3333333,0.162918099453116,0.3534376966822506,0.3450669262513757,0.2511020717436985,0.5763930284099326,0.5025803756045739,0.5826704398527885,0.7320271762312661,0.4477106459306078,0.074036086574911,0.3475452337881904,0.6398201658005523,0.5919174110987366,0.204006305823072,0.5756199857623716,0.6371844090293466,0.3240656462910009,0.6553299624371901,0.3184046867825064,0.5423114160107516,0.4260050571272291,0.433050046124672,0.2977348510097508,0.3579574743837692,0.3970224034260073,0.3592597183301548,0.9987986181965348,0.8519733922025468,0.0012684839873289,0.1176470588235294,0.0916109685345135,0.390928062646997,0.2952380952380954,0.3725156161272012,0.1844917667302935,0.2044602773637524,0.1327482817494835,0.1516806288954234,0.272290821406687,0.1878864173913455,0.0628102254293471,0.0,0.3000000000000002,0.2470722021814909,0.0,0.3456342139442711,0.256648744837159,0.4410924227934961,0.4637783522892604,0.2991531357460204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Sc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)c1,300.0,300.0,300.0,0.323383487222611,0.6837670063111968,0.1893254800407882,0.2130481716092345,0.1036260749878019,0.0826525983544959,0.0766320394816868,0.7631891608012091,0.4848892728849299,0.7022293030387754,0.7527019327712705,0.5689887209423937,0.6303000313100536,0.5455304451028252,0.5766583707659507,0.8435142378887754,0.2529627128575331,0.4294787425224474,0.7699305958973527,0.7512096237651258,0.308947310708271,0.1284657300293634,0.1659990226280242,0.1405404908479249,0.2876112146091483,0.0645993212689396,0.9999962180253128,0.3097102553899812,0.0011010552772159,0.0,0.1351892146673219,0.4127948801690594,0.1148148148148141,0.0950690895324616,0.5510016517891404,0.0910794452724952,0.1850616207998813,0.0,0.1484947988814353,0.6862550255523417,0.0962069165046504,0.414968555391157,0.12,0.0325608669126071,0.0,0.2152045311516678,0.1441676466998469,0.4163586069934041,0.0814109440383222,0.0202751473701224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Oc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)c1,309.0,309.0,309.0,0.323383487222611,0.6686082357424125,0.2219911660940146,0.220743002213418,0.1374805840197437,0.0826525983544959,0.0440144041269446,0.7956793010551548,0.507222935232229,0.7022293030387754,0.7527019327712705,0.5689887209423937,0.6303000313100536,0.5144150822098342,0.5047742312448734,0.8487421721066581,0.2282070690521394,0.3804716622405578,0.7699305958973527,0.7339650509059308,0.2443023439053888,0.1441026744256939,0.195626687478433,0.1493765220618207,0.2296441066514507,0.078720452713118,0.9999962180253128,0.9172259952430036,0.0011019408697361,0.0,0.1350695398729009,0.4239176120255198,0.1148148148148141,0.1629755820556488,0.5510016517891404,0.1821588905449904,0.0707970028679594,0.0,0.1484947988814353,0.693533475031877,0.0294135343540438,0.3611111111111112,0.12,0.0325608669126071,0.0,0.2152045311516678,0.1441676466998469,0.4163586069934041,0.0814109440383222,0.0202751473701224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1cccc(N2C(=O)c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccccc7)cc6)cc5)cc4)cc3C2=O)c1,237.0,237.0,237.0,0.247926491097519,0.6675969857603422,0.2832987372969948,0.2383422629124196,0.1555642946971946,0.4339433213766496,0.5717711102303843,0.5887216634404439,0.4808735167095319,0.3238933665311407,0.198886665665414,0.4382989595612748,0.5378287033785939,0.5326455484998495,0.5523007496575821,0.7662349309053401,0.4794292769523552,0.6269591705754789,0.2109467082211495,0.5825665764747303,0.4965609744198493,0.4119042108401345,0.0773568845655015,0.3836258526683422,0.3496424828073726,0.2624198180065383,0.999996261344636,0.9970957641680912,0.0010853825637475,0.0,0.1160666799147672,0.5366709400231092,0.0,0.2444633730834748,0.4108935925003753,0.0,0.0,0.0,0.1484947988814353,0.2352562450094958,0.103209011411896,0.2500000000000001,0.12,0.0326740338053468,0.0,0.13058527375708,0.2894814973036073,0.0553779227841212,0.5007958489864025,0.2360271321072686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(CO)cc4C3=O)cc2)cc1,250.0,250.0,250.0,0.088691791577867,0.6429250036326001,0.5345468505856101,0.4194298373826086,0.3165088221112038,0.5358638358512338,0.5062956747111989,0.5919754969009166,0.4578225428950952,0.4722994446653942,0.258388725900017,0.2822245349517186,0.683743112227411,0.4290871841766796,0.2494906847040657,0.7697614815457199,0.2455515469193497,0.504558918532238,0.4720763717358015,0.7978892293165958,0.4988147020072593,0.4101245316873347,0.2785491414672874,0.1121569840898043,0.3775070412945539,0.1554925119167837,0.9999962176819732,0.9899768234693532,0.0010802580660298,0.0294117647058823,0.1022978523870584,0.6433805612233451,0.1675675675675675,0.4757125097840605,0.2737186939125813,0.1892667238421179,0.0,0.0,0.2008106243288483,0.0533913968430339,0.0364156292612894,0.3888888888888891,0.0,0.0322114120766794,0.0,0.1753573676166501,0.5316234388670489,0.6063042677471978,0.3428188569082357,0.3786574131278368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccccc8)cc7)cc6)cc5)cc4C3=O)cc2)cc1,244.0,244.0,244.0,0.2322330910543297,0.6470092526542676,0.3158809971756144,0.2027871875912974,0.1870314832131336,0.4886816690213295,0.5759110427956312,0.5972728306963602,0.4862700394144988,0.2784062467164828,0.1833302402424163,0.3448918499368907,0.5668529827616129,0.5122507566418488,0.3930797825643559,0.7247713430713035,0.4216911050266507,0.6330677986498977,0.2134359847348597,0.6164065188037675,0.5550051136597793,0.4711688273667318,0.1410787145641816,0.1657696178285556,0.3395457435011327,0.2271827000756573,0.999996217800332,0.9970957789284838,0.0010861250483786,0.0,0.1131462332115192,0.5016082507671994,0.1050847457627114,0.2568937140877201,0.4585394747591655,0.0910794452724952,0.0,0.0,0.1484947988814353,0.2085605465879788,0.0962069165046504,0.3888888888888891,0.12,0.0324009154415075,0.0,0.1720653018916818,0.2370428466699943,0.185782787087844,0.511615130469889,0.2556000219672438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Sc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)cc1,322.0,322.0,322.0,0.3271307739540142,0.6837670063111968,0.1893254800407882,0.2044033742409565,0.1036260749878019,0.1255325137099203,0.0806542126126408,0.7631891608012091,0.4848892728849299,0.6912396110532314,0.738380634332279,0.5481218371255074,0.6384598324477633,0.5545260510910878,0.5061240289462208,0.8403440893178851,0.2491848416192175,0.4292331679678368,0.7650125846065531,0.7523929563587841,0.3262674966160983,0.1406330661723551,0.1659990226280242,0.1050179683661128,0.2876112146091483,0.0601717591344728,0.9999962178008328,0.3097102559073281,0.0011010500810639,0.0,0.1329661165941788,0.4127948801690594,0.1148148148148141,0.0950690895324616,0.6024877262255006,0.0910794452724952,0.1142646179319219,0.0,0.1484947988814353,0.6559442175245981,0.1296036075799537,0.414968555391157,0.12,0.0324747929619034,0.0,0.2152045311516678,0.1345249747952336,0.4451655185678566,0.0773103665339652,0.0263631687449623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Oc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)cc(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc2)cc1,329.0,329.0,329.0,0.3271307739540142,0.6686082357424125,0.2219911660940163,0.2121222511907783,0.1374805840197437,0.1255325137099203,0.0477652982325316,0.7956793010551548,0.507222935232229,0.6912396110532314,0.738380634332279,0.5481218371255074,0.6384598324477633,0.5232823904597991,0.4412637983919629,0.8452502447317592,0.2238834025392287,0.3795961761771563,0.7650125846065531,0.7351315064936801,0.2633265035230374,0.1563994052883972,0.195626687478433,0.117691073279651,0.2296441066514507,0.0742620676533751,0.9999962178008328,0.9172259952446088,0.0011019356684096,0.0,0.1328487084562079,0.4239176120255198,0.1148148148148141,0.1629755820556488,0.6024877262255006,0.1821588905449904,0.0,0.0,0.1484947988814353,0.693533475031877,0.0294135343540438,0.3611111111111112,0.12,0.0324747929619034,0.0,0.2152045311516678,0.1345249747952336,0.4451655185678566,0.0773103665339652,0.0263631687449623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccccc%10)cc9)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,232.0,232.0,232.0,0.2925771205587435,0.6316351597974351,0.314744347927824,0.1867776057209096,0.1941416648092273,0.5094862659177303,0.6237505822288768,0.5981130769424533,0.4887968751876675,0.2335311759576301,0.1925521353894422,0.3421426477797895,0.5058080811888257,0.5021375271818574,0.3355616454756935,0.6820801640644142,0.3962753570871208,0.6852292410589077,0.196752272592104,0.6512711307949031,0.5823849892488382,0.4928607193184111,0.1868215406658923,0.2563549292332387,0.3317009252630781,0.2614460711754659,0.999996217800092,0.997095765206945,0.001090839961984,0.0,0.1146264306250124,0.4630634261967897,0.1722222222222213,0.2444633730834762,0.4595380132718178,0.1821588905449904,0.0,0.0,0.1484947988814353,0.2424864642219491,0.1256204508586942,0.3888888888888891,0.2400000000000001,0.0324011520397035,0.0,0.2070484581497798,0.1587882449552169,0.1635187190700101,0.4784832716469445,0.2705976057457702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(N2C(=O)c3ccc(-c4c(-c5ccccc5)c(-c5ccccc5)c(-c5ccc(Sc6ccc(-c7c(-c8ccccc8)c(-c8ccccc8)cc(-c8ccccc8)c7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3C2=O)cc1,344.0,344.0,344.0,0.305697100891152,0.6962158010462999,0.1652739174836779,0.2051564004673638,0.0828670353206035,0.1203656980392347,0.0659420044938829,0.7507769050917436,0.481231615467385,0.7281753638336026,0.754852284095578,0.5647170580958556,0.6493439750387205,0.5734818880839601,0.5833931484362946,0.8485700839926658,0.2536128245878747,0.419487328059435,0.7792389533863738,0.7320462588451762,0.3026875343075734,0.118658249896786,0.1235826133134339,0.1106948598207747,0.2890408188818638,0.0485093582708247,0.999996205234064,0.3097124669589846,0.0010982695491676,0.0,0.1351601251830682,0.4245066417695543,0.0613861386138608,0.0774537419670406,0.6161496056475734,0.0,0.1142646179319219,0.0,0.1484947988814353,0.6559442175245981,0.1296036075799537,0.3038574442800458,0.12,0.0325610948681374,0.0,0.1968824127414436,0.1548267825944037,0.4447160830409623,0.06020736832039,0.0070783178846713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)N1c1ccc(N2C(=O)c3ccc(-c4c(-c5ccccc5)c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c(-c8ccccc8)cc(-c8ccccc8)c7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3C2=O)cc1,353.0,353.0,353.0,0.305697100891152,0.6800927320952775,0.2000175733876195,0.2132548943163565,0.1188751390746771,0.1203656980392347,0.0338602169270675,0.7848946079961172,0.5056426220954443,0.7281753638336026,0.754852284095578,0.5647170580958556,0.6493439750387205,0.542051764988692,0.5029066396023782,0.8550753666937811,0.2285041503999525,0.3683715735568053,0.7792389533863738,0.7142881059046788,0.2350325741449956,0.1351501860739572,0.1612162664418337,0.122912658107072,0.2274693788957436,0.0631812166707606,0.999996205234064,0.9172259953343314,0.0010991491961673,0.0,0.1350279148946325,0.4364972641985573,0.0613861386138608,0.1500666250611431,0.6161496056475734,0.0910794452724952,0.0,0.0,0.1484947988814353,0.693533475031877,0.0294135343540438,0.2500000000000001,0.12,0.0325610948681374,0.0,0.1968824127414436,0.1548267825944037,0.4447160830409623,0.06020736832039,0.0070783178846713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
